deck,front,back,reading,pos,examples,tags
Default,進む,①进。前进。行进。,すすむ,,前へ進め！向前进！ | すすむべき道が見えない。看不到前进的方向。 | この船は30ノットで北北西に進んでいる。这条船以三十海里的时速向西北偏北方向前进。 ②进展。顺利开展。 | 研究がすすむ。研究顺利进展。 | この前はどこまで進んだか。上一节课我们学到哪儿了？ | 原稿はどのくらい進んでいますか。原稿进展得怎么样？ ③进步。发展。先进。 | 進んだ思想の人。思想进步的人。 | 進んだ医療技術を学ぶ。学习先进的医疗技术。 | この国はエコロジーに関しては我々より10年進んでいる。这个国家在生态学领域比我们要领先十年。 | 科学がすすむ。科学发展。 ④升。 | 大学にすすむ。升大学。 | 決勝にすすむ。进入决赛。 ⑤增进。 | 食がすすむ。食欲旺盛。 | 近頃食が進まない。近来食欲不振。 ⑤主动。自愿。 | 気が進まない。不愿意。 | 進んで勉強する。主动学习。 | 彼らは自ら進んで情報を提供する。他们积极主动地提供信息。 ⑦快。 | 時計がすすむ。表快。 | この時計は30分進んでいる。这个钟快三十分钟。 ⑧恶化。加重。加剧。 | インフレがすすむ。通货膨胀加剧。 | 彼の病気はかなり進んでいた。他的病情恶化得很厉害。 | 最近めっきり老眼が進んだ。最近老花眼加重了。,"N1,vocab"
Default,進める,①使前行。,すすめる,,車をすすめる。驱车前进。 | 一歩進めて。进一步。 ②进行。 | 話をすすめる。继续说下去。 | 会議をすすめる。进行会议。 | 都市緑化をすすめる。推进城市绿化。 | 辛味は食欲をすすめる。辣的开胃。 | 早急に調査を進めます。尽快进行调查。 | 予定通り計画をすすめる。按原定计划进行。 ③拨快。 | 時計を十分すすめる。把表拨快十分钟。,"N1,vocab"
Default,進捗,进展。,しんちょく,,しんちょく状況。进展情况。,"N1,vocab"
Default,進出,进入。打进。,しんしゅつ,,海外しんしゅつ。进入外国。 | あの会社は世界10ヶ国にしんしゅつしている。那家公司打进全世界十个国家。 | 日本品は海外いたるところにしんしゅつしている。日本产品遍布海外。 | 他の分野にしんしゅつする。走进其他领域。,"N1,vocab"
Default,経る,经过。经历。通过。,へる,,髪の毛は一定の時間をへると自然に抜ける。头发经过一定的时间就会自然脱落。 | この案件は議会の議決をへる必要がある。这个案件需要经过议会的议决。,"N1,vocab"
Default,経緯,事情的经过，原委,いきさつ,,事件の経緯を説明する。 解释事情的原委。经度和纬度。南北和东西。 | 経緯儀。 经纬仪。经线和纬线。,"N1,vocab"
Default,井戸,水井。,いど,,いど水。井水。 | いどを掘る。凿井，打井。 | 今時のいど水は飲めません。现在的井水不能喝。,"N1,vocab"
Default,径行,固执己见的行动。,けいこう,,直情径行の人。按自己意见行事的人。,"N1,vocab"
Default,静けさ,寂静。肃静。,しずけさ,,嵐の前のしずけさ。暴风雨来临前的寂静。 | 教室は水を打ったようなしずけさとなった。教室里变得鸦雀无声。 | 辺りは不気味なしずけさに包まれていた。周围静得令人毛骨悚然。,"N1,vocab"
Default,静まる,平静，安静。平息。,しずまる,,会場がしずまる。会场安静下来。 | 反乱がしずまる。叛乱平定。 | 痛みがしずまる。疼痛缓解。 | 気がしずまる。心情平静下来。 | 暴風がしずまる。狂风平静下来。 | 幕が開くと聴衆は静まった。一拉开帷幕，听众就安静下来了。 | 満月を見ると気持ちが静まった。看见满月心就静下来了。 | 今日は砲声が静まっている。今天炮声安静了下来。 | 恐慌が鎮まって，人々は音楽を楽しむようになった。惊慌过后，人们开始享受音乐。 | 彼は笑いがしずまるのを待って言った。他等笑声过后开始说。,"N1,vocab"
Default,静める,镇定。平定。平息。,しずめる,,鳴りをしずめる。悄然无声。 | 怒りをしずめる。息怒。 | 痛みをしずめる。止痛。减轻痛苦。 | 深呼吸をして心をしずめる。深呼吸静静心。 | 内乱をしずめるために軍隊を派遣する。派军队镇压内乱。 | 殺気だった群衆をしずめる。镇压情绪高涨的群众。,"N1,vocab"
Default,鏡台,镜台。梳妆台。,きょうだい,,妹は毎朝きょうだいに向かう時間が長い。妹妹每天早上对着梳妆台打扮的时间很长。,"N1,vocab"
Default,競う,比赛。比试。较量。,きそう,,全国の強豪が一堂に会して腕をきそう。全国的高手聚集一堂较量技艺。,"N1,vocab"
Default,競る,①竞争，竞赛。,せる,,首位を競る。争第一。 ②争出高价。 | 仲買人が荷を競る。经纪人争抢货物。 ③叫卖。 | 田舎を競って歩く。在乡下边走边叫卖。,"N1,vocab"
Default,競走,赛跑。,きょうそう,,私は100。メートルきょうそうに出場します。我参加一百米赛跑。 | きょうそうば/競走馬。 | あの牧場はきょうそう馬を育てている。那个牧场在培育赛马。,"N1,vocab"
Default,糾弾,谴责。申讨。声讨。问罪。,きゅうだん,,あの頃は暴力的きゅうだんが日常化していた。那时候，用暴力来问罪是家常便饭。 | その無責任体質を我々はきゅうだんしているのだ。我们是在谴责那种不负责的体制。,"N1,vocab"
Default,救う,救。挽救。拯救。,すくう,,命をすくう。挽救生命。 | 急場をすくう。救急。 | 被災者をすくう。解救灾民。 | これは救い難い社会の病根である。这是一个难以拯救的社会病根。,"N1,vocab"
Default,就く,①就；登上。,つく,,席に就く。就席；入座。 | 床に就く。躺在地板上。 | ねぐらに就く。就巢。 | 食卓に就く。坐到饭桌旁就餐。 | 演壇に就く。登上讲坛。 ②就，从事。 | 職に就く就职；就业。 | 任に就く。就任；到任。 | 主任の職についている。担任主任工作。 | 会長の職につく。就任会长一职。 | 彼は重要な地位に就いている。他身居要职。 | 実業に就く。从事实业工作。 | 正業につかない。不务正业。 | 働ける者はみな仕事についている。有劳动能力的都参加了工作。 ③就师，师事；跟……学习。向……学习 | 師に就く。就师。 | 中国人について中国語を学ぶ。跟中国人学汉语。 | 先生に就いてピアノを学ぶ。跟老师学钢琴。 ④就途，起程，首途。 | 帰途に就く。就归途。,"N1,vocab"
Default,就ける,①使某人就职位。,つける,,位に就ける。使即位。 | 職に就ける。使就职。 ②使就师，使从师，让跟着学习。 | 有名的な音楽家に就ける。师从于有名的音乐家。,"N1,vocab"
Default,就航,起航。初航。,しゅうこう,,500人乗りの旅客機が鹿児島行きにしゅうこうする。可以乘坐五百人的班机将开始飞往鹿儿岛。,"N1,vocab"
Default,圧巻,精彩。,あっかん,,このシーンはあっかんだ。这个镜头最精彩。,"N1,vocab"
Default,居候,食客。吃闲饭。,いそうろう,,いそうろうする。吃闲饭。白吃白住。 | 友友人の家でいそうろうする。在朋友家当食客。,"N1,vocab"
Default,裾野,山麓的斜坡地。,すその,,伝統芸能のすそのを広げる。发展传统艺术的爱好者。 | 富士のすそのに位置する村。坐落在富士山脚的村落。,"N1,vocab"
Default,挙がる,被捕。被提名为。,あがる,,犯人はまだ挙がらない。犯人还没抓到。 | 市長候補に彼の名も挙がっている。他也被提名为市长候选人。,"N1,vocab"
Default,挙げて,全，都。,あげて,,全校をあげて課題に取り組む。全校一齐努力解决这个课题。 | 一家をあげて避難した。举家避难。 | 村をあげての祝い事。全村上下共同欢庆的喜事。,"N1,vocab"
Default,巨万,巨万。,きょまん,,きょまんの富。巨万之富。巨额财富。 | 私は特許一つできょまんの富を得た。我靠着一个专利，得到了巨额财富。,"N1,vocab"
Default,据え置く,维持不变。搁置。,すえおく,,公務員の給料をすえおく方針である。政府决定将公务员的薪水维持不变。 | 来年度の授業費をすえおくことは難しい。下个年度的学费要想维持不变很困难。,"N1,vocab"
Default,据わる,①稳定。,すわる,,首がすわる。婴儿的脖子能挺起来。 ②沉着。 | 性根がすわる。本性沉着。 | 酒が入ると度胸がすわる。酒一下肚，胆子就壮了。 ③不动。 | 酔いで目がすわる。醉得眼睛发直。,"N1,vocab"
Default,掘削,挖掘。,くっさく,,くっさく機。掘土机。,"N1,vocab"
Default,覚ます,唤醒。,さます,,目をさます。醒来。 | いい加減に目を覚ませ，お前は騙されているんだ。该清醒了，你被欺骗了。 | 酔いを覚ましてから帰ります。酒醒后回家。 | 物音で目をさます。被声音吵醒了。 | 夜中に幾度も目を覚ました。夜里醒了好几次。,"N1,vocab"
Default,覚める,①醒。睡醒。,さめる,,目のさめるような。鲜艳夺目。 | 私は目が覚めやすい。我觉轻容易醒。 ②醒悟。觉醒。 | 一時の迷いから覚めて，また熱心に働いている。他从一时的迷惑中醒悟过来，又开始热心工作了。 ③醒。 | 聞いたとたんに酔いも覚めてしまった。一听那话，酒一下就醒了。 | ふつう朝6時には目がさめる。平常早上六点就醒。 | 目がさめるとあたりは真っ暗だった。醒来一看，四周一片漆黑。 | 物音で目がさめる。被声音吵醒。,"N1,vocab"
Default,絶える,断绝。绝灭。,たえる,,ごみの不法投棄はたえる気配がない。非法丢弃垃圾的现象没有灭绝的迹象。 | 母方の家はもう絶えてしまった。母亲的娘家已经没有什么人了。 | 望みはまだ絶えていない。希望还没有幻灭。 | 生活の苦労が絶えない。生活的辛劳接连不断。 | 山の頂上には雪が一年中絶えない。山顶上终年积雪。 | 息がたえる。咽气。断气。 | 供給がたえる。供给中断。,"N1,vocab"
Default,絶やす,①消灭。断绝。灭绝。,たやす,,悪の芽をたやす。铲除坏苗头。 | 伝統文化をたやすな。不要让传统文化灭绝。 | 一晩中火を絶やさないようにする。让火整晚都不熄灭。 ②缺乏。缺少。 | 笑顔をたやすな。不要忘记微笑。 | 部屋に花を絶やしたことがない。房间里总是装饰着花朵。,"N1,vocab"
Default,絶叫,拼命喊叫。,ぜっきょう,,あれは歌ではなくぜっきょうだ。那不是歌是狂叫。 | 助けを求めてぜっきょうする。狂叫求救。,"N1,vocab"
Default,開ける,打开，掀起。开办，着手。,あける,,戸を開けて猫を入れてやる。打开门把猫放进来。 | 窓を開ければ港が見える。一打开窗户就能看到海港。 | 目を開ければ母の笑顔があった。一睁开眼睛就看到了妈妈的笑脸。 | 穴を開けて綴じる。打上孔订起来。 | 日曜でも店をあけるのですか。星期天也开店营业吗？ | うっかり小包みをあけると危ないよ。不小心打开包裹可危险啊。,"N1,vocab"
